Loc,Item,Description,Botanical Name,Common Name,Product,,,,,,,,,,,,,,,,
OR,049955,SCHEFFLERA TAIW YUAN SHAN,Schefflera taiwaniana 'Yuan Shan'                           ,Yuan Shan Hardy Schefflera                                  ,EVS,,,,,,,,,,,,,,,,
OR,043462,SCHIZOPHRAGMA ELLIP 8170 DJHV8,                                                            ,                                                            ,VIN,,,,,,,,,,,,,,,,
OR,043465,SCHIZOPHRAGMA ELLIP 8170 DJHV8,                                                            ,                                                            ,VIN,,,,,,,,,,,,,,,,
OR,071025,SCHIZOPHRAGMA HYD MOONLIGHT,Schizophragma hydrangeoides 'Moonlight'                     ,Moonlight Chinese Hydrangea Vine                            ,VIN,,,,,,,,,,,,,,,,
OR,06501UT,SEDUM ACRE,Sedum acre                                                  ,Goldmoss Sedum                                              ,PRN,,,,,,,,,,,,,,,,
OR,06500UT,SEDUM ALB C BABY TEARS,Sedum album chloroticum 'Baby Tears'                        ,Baby Tears Stonecrop                                        ,PRN,,,,,,,,,,,,,,,,
OR,029141,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,PRN,,,,,,,,,,,,,,,,
OR,070941,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,PRN,,,,,,,,,,,,,,,,
OR,07094UT,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,PRN,,,,,,,,,,,,,,,,
OR,03028UT,SEDUM DRAGON'S BLOOD,Sedum spurium 'Dragon's Blood'                              ,Dragon's Blood Stonecrop                                    ,PRN,,,,,,,,,,,,,,,,
OR,092351,SEDUM ELSIE GOLD PP20368,"Sedum spectabile 'Elsie's Gold' P.P.#20,368                 ",Elsie's Gold Stonecrop                                      ,PRN,,,,,,,,,,,,,,,,
OR,06505UT,SEDUM GLOBOSUM OLD MAN'S BONES,Sedum globosum 'Old Man's Bones'                            ,Old Man's Bones Stonecrop                                   ,PRN,,,,,,,,,,,,,,,,
OR,01182UT,SEDUM JOHN CREECH,Sedum spurium 'John Creech'                                 ,John Creech Stonecrop                                       ,PRN,,,,,,,,,,,,,,,,
OR,048261,SEDUM OREGANUM,Sedum oreganum                                              ,Oregon Stonecrop                                            ,PRN,,,,,,,,,,,,,,,,
OR,044871,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,PRN,,,,,,,,,,,,,,,,
OR,04487UT,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,PRN,,,,,,,,,,,,,,,,
OR,063681,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,PRN,,,,,,,,,,,,,,,,
OR,035171,SEDUM SPURIUM VOODOO,Sedum spurium 'Voodoo'                                      ,Voodoo Stonecrop                                            ,PRN,,,,,,,,,,,,,,,,
OR,035174PTC,SEDUM SPURIUM VOODOO,Sedum spurium 'Voodoo'                                      ,Voodoo Stonecrop                                            ,PRN,,,,,,,,,,,,,,,,
OR,03517UT,SEDUM SPURIUM VOODOO,Sedum spurium 'Voodoo'                                      ,Voodoo Stonecrop                                            ,PRN,,,,,,,,,,,,,,,,
OR,087481,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,PRN,,,,,,,,,,,,,,,,
OR,412721,SEDUM SSPKLR R FIRE CRACKR PAF,Sedum 'Firecracker' P.P.A.F.                                ,SunSparkler®  Firecracker Sedum,PRN,,,,,,,,,,,,,,,,
OR,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,Sedum 'Firecracker' P.P.A.F.                                ,SunSparkler®  Firecracker Sedum,PRN,,,,,,,,,,,,,,,,
OR,007331,SEDUM SSPRKLR R DZLBRY PP22457,"Sedum 'Razzleberry' P.P.# 22,457                            ",Sunsparkler®  Dazzleberry Sedum,PRN,,,,,,,,,,,,,,,,
OR,00733UT,SEDUM SSPRKLR R DZLBRY PP22457,"Sedum 'Razzleberry' P.P.# 22,457                            ",Sunsparkler®  Dazzleberry Sedum,PRN,,,,,,,,,,,,,,,,
OR,007301,SEDUM SSPRKLR R LIME ZNGR PPAF,Sedum 'Lime Zinger' P.P.A.F.                                ,Sunsparkler®  Lime Zinger Sedum,PRN,,,,,,,,,,,,,,,,
OR,046311,SEDUM STRAWBERRIES & CREAM,Sedum x telephium 'Strawberries & Cream'                    ,Strawberries & Cream Stonecrop                              ,PRN,,,,,,,,,,,,,,,,
OR,069871,SEDUM TETRACTINUM CORAL REEF,Sedum tetractinum 'Coral Reef'                              ,Chinese Sedum                                               ,PRN,,,,,,,,,,,,,,,,
OR,057161,SEDUM X AUTUMN CHARM PP14421,"Sedum telephium 'Lajos' P.P.# 14,421                        ",Autumn Charm™  Stonecrop,PRN,,,,,,,,,,,,,,,,
OR,025041,SEDUM X AUTUMN FIRE,Sedum x 'Autumn Fire'                                       ,Autumn Fire Stonecrop                                       ,PRN,,,,,,,,,,,,,,,,
OR,06550UT,SEMPERVIVUM ARACHNOIDEUM,Sempervivum arachnoideum                                    ,Cobweb Houseleek                                            ,PRN,,,,,,,,,,,,,,,,
OR,06559UT,SEMPERVIVUM BLACK,Sempervivum 'Black'                                         ,Black Hens and Chicks                                       ,PRN,,,,,,,,,,,,,,,,
OR,06560UT,SEMPERVIVUM GREEN WHEEL,Sempervivum 'Green Wheel'                                   ,Green Wheel Hens and Chicks                                 ,PRN,,,,,,,,,,,,,,,,
OR,06561UT,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,PRN,,,,,,,,,,,,,,,,
OR,04491UT,SEMPERVIVUM RUBIKON,Sempervivum 'Rubikon'                                       ,Rubikon Hens & Chicks                                       ,PRN,,,,,,,,,,,,,,,,
OR,05696UT,SEMPERVIVUM RUBY HEARTS,Sempervivum 'Ruby Hearts'                                   ,Ruby Hearts Hens and Chicks                                 ,PRN,,,,,,,,,,,,,,,,
OR,036682,SKIMMIA J BERRI MAGIC R,Skimmia japonica (Male & Female)                            ,Berri-Magic®  Japanese Skimmia,EVS,,,,,,,,,,,,,,,,
OR,071051,SKIMMIA JAPONICA-FEMALE,Skimmia japonica (Female)                                   ,Japanese Skimmia (Female)                                   ,EVS,,,,,,,,,,,,,,,,
OR,071052,SKIMMIA JAPONICA-FEMALE,Skimmia japonica (Female)                                   ,Japanese Skimmia (Female)                                   ,EVS,,,,,,,,,,,,,,,,
OR,071062,SKIMMIA JAPONICA-MALE,Skimmia japonica (Male)                                     ,Japanese Skimmia (Male)                                     ,EVS,,,,,,,,,,,,,,,,
OR,071081,SKIMMIA REEVESIANA,Skimmia reevesiana                                          ,Reeves Skimmia                                              ,EVS,,,,,,,,,,,,,,,,
OR,071082,SKIMMIA REEVESIANA,Skimmia reevesiana                                          ,Reeves Skimmia                                              ,EVS,,,,,,,,,,,,,,,,
OR,071031,SOLIDAGO CROWN OF RAYS,Solidago 'Crown of Rays'                                    ,Crown Of Rays Goldenrod                                     ,PRN,,,,,,,,,,,,,,,,
OR,094752,SORBARIA SORB SEM PP16336,"Sorbaria sorbifolia 'Sem' PP #16,336                        ",Sem False Spirea                                            ,DCS,,,,,,,,,,,,,,,,
OR,071185,SORBUS HUPEHEN CORAL FIRE TM,Sorbus hupehensis 'Coral Fire'                              ,Coral Fire™  Mountain Ash,TRE,,,,,,,,,,,,,,,,
OR,071222,SPIRAEA JAP ALPINA,Spiraea japonica 'Alpina'                                   ,Daphne Spirea                                               ,DCS,,,,,,,,,,,,,,,,
OR,071302,SPIRAEA NIPPON SNOWMOUND,Spiraea nipponica 'Snowmound'                               ,Snowmound Spirea                                            ,DCS,,,,,,,,,,,,,,,,
OR,071305,SPIRAEA NIPPON SNOWMOUND,Spiraea nipponica 'Snowmound'                               ,Snowmound Spirea                                            ,DCS,,,,,,,,,,,,,,,,
OR,071155,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,DCS,,,,,,,,,,,,,,,,
OR,071175,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,DCS,,,,,,,,,,,,,,,,
OR,071235,SPIRAEA X LIMEMOUND R,Spiraea x bumalda 'Monhub'                                  ,Limemound®  Spirea,DCS,,,,,,,,,,,,,,,,
OR,012091,STACHYS BIG EARS,Stachys byzantina 'Big Ears'                                ,Big Ears Lamb's Ear                                         ,PRN,,,,,,,,,,,,,,,,
OR,012111,STACHYS SILVER CARPET,Stachys byzantina 'Silver Carpet'                           ,Silver Carpet Lamb's Ear                                    ,PRN,,,,,,,,,,,,,,,,
OR,050655,STACHYURUS SAL SPARKLER R,Stachyurus salicifolia 'MonEmeri'                           ,Sparkler®  Willow-Leaf Stachyurus,DCS,,,,,,,,,,,,,,,,
OR,406721,STOKESIA LAEVIS BLUE DANUBE,Stokesia laevis 'Blue Danube'                               ,Blue Danube Aster                                           ,PRN,,,,,,,,,,,,,,,,
OR,022511,STOKESIA LAEVIS PEACHIE'S PICK,Stokesia laevis 'Peachie's Pick'                            ,Peachie's Pick Stokes' Aster                                ,PRN,,,,,,,,,,,,,,,,
OR,071735,STYRAX JAPONICUS,Styrax japonicus                                            ,Japanese Snowbell Tree                                      ,TRE,,,,,,,,,,,,,,,,
OR,017665,SYMPH BRIGHT FANTASY TM P14570,Symphoricarpos 'Bokrabright' P.P.# 14570                    ,Bright Fantasy™  Snowberry,DCS,,,,,,,,,,,,,,,,
OR,086435,SYRINGA BLOOMERNG R DK PPL PAF,"Syringa x 'SMSJBP7' P.P.A.F., Can P.B.R.A.F.                ",Bloomerang®  Dark Purple Lilac,DCS,,,,,,,,,,,,,,,,
OR,074681S,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, Can. P.P. 4071              ",Bloomerang®  Purple Lilac,DCS,,,,,,,,,,,,,,,,
OR,074682S,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, Can. P.P. 4071              ",Bloomerang®  Purple Lilac,DCS,,,,,,,,,,,,,,,,
OR,072022,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,DCS,,,,,,,,,,,,,,,,
OR,071801,SYRINGA V ANGEL WHITE,Syringa vulgaris 'Angel White' (Descanso Hybrid)            ,Angel White Lilac                                           ,DCS,,,,,,,,,,,,,,,,
OR,071802,SYRINGA V ANGEL WHITE,Syringa vulgaris 'Angel White' (Descanso Hybrid)            ,Angel White Lilac                                           ,DCS,,,,,,,,,,,,,,,,
OR,071805,SYRINGA V ANGEL WHITE,Syringa vulgaris 'Angel White' (Descanso Hybrid)            ,Angel White Lilac                                           ,DCS,,,,,,,,,,,,,,,,
OR,071791,SYRINGA V BLUE SKIES R,Syringa vulgaris 'Monore'                                   ,Blue Skies®  Lilac,DCS,,,,,,,,,,,,,,,,
OR,071795,SYRINGA V BLUE SKIES R,Syringa vulgaris 'Monore'                                   ,Blue Skies®  Lilac,DCS,,,,,,,,,,,,,,,,
OR,072151,SYRINGA V LAVENDER LADY,Syringa vulgaris 'Lavender Lady'                            ,Lavender Lady Lilac                                         ,DCS,,,,,,,,,,,,,,,,
OR,072152,SYRINGA V LAVENDER LADY,Syringa vulgaris 'Lavender Lady'                            ,Lavender Lady Lilac                                         ,DCS,,,,,,,,,,,,,,,,
OR,071901,SYRINGA V LUDWIG SPAETH,Syringa vulgaris 'Ludwig Spaeth'                            ,Ludwig Spaeth Lilac                                         ,DCS,,,,,,,,,,,,,,,,
OR,072145,SYRINGA V PRESIDENT LINCOLN,Syringa vulgaris 'President Lincoln'                        ,President Lincoln Lilac                                     ,DCS,,,,,,,,,,,,,,,,
OR,072161,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,DCS,,,,,,,,,,,,,,,,
OR,072165,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,DCS,,,,,,,,,,,,,,,,
OR,028425,SYRINGA X DECLARATION NA62975,Syringa x 'Declaration'                                     ,Declaration Lilac                                           ,DCS,,,,,,,,,,,,,,,,
OR,072191,SYRINGA X HYA POCAHONTAS,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,DCS,,,,,,,,,,,,,,,,
OR,072195,SYRINGA X HYA POCAHONTAS,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,DCS,,,,,,,,,,,,,,,,
OR,042191,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,DCS,,,,,,,,,,,,,,,,
OR,042192,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,DCS,,,,,,,,,,,,,,,,
OR,042195,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,DCS,,,,,,,,,,,,,,,,
OR,050115,TAXODIUM DIS PEVE MINARET,Taxodium distichum 'Peve Minaret'                           ,Peve Minaret Dwarf Bald Cypress                             ,CON,,,,,,,,,,,,,,,,
OR,072341,TAXUS EMERALD SPREADR R P10335,"Taxus cuspidata 'Monloo' P.P. #10,335                       ",Emerald Spreader®  Japanese Yew,CON,,,,,,,,,,,,,,,,
OR,028852,TAXUS X MED HUBERS TAWNY GOLD,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,CON,,,,,,,,,,,,,,,,
OR,012402,TAXUS X MEDIA BERRYHILLI,Taxus x media 'Berryhillii'                                 ,Berryhill Yew                                               ,CON,,,,,,,,,,,,,,,,
OR,072302,TAXUS X MEDIA BROWNII,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,CON,,,,,,,,,,,,,,,,
OR,072321,TAXUS X MEDIA DENSIFORMIS,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,CON,,,,,,,,,,,,,,,,
OR,072331,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON,,,,,,,,,,,,,,,,
OR,072332,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON,,,,,,,,,,,,,,,,
OR,087055,THUJA KORAIENSIS,Thuja koraiensis                                            ,Korean Arborvitae                                           ,CON,,,,,,,,,,,,,,,,
OR,072942,THUJA OC DANICA,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,CON,,,,,,,,,,,,,,,,
OR,072812,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,,,,,,,,,,,,,,,,
OR,073011,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,073015,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,073019,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,07301M,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,047442,THUJA OC FIRE CHIEF TM P19009,"Thuja occidentalis 'Congabe' P.P. #19,009                   ",Fire Chief™  Globe Arborvitae,CON,,,,,,,,,,,,,,,,
OR,072862,THUJA OC GOLDEN GLOBE,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON,,,,,,,,,,,,,,,,
OR,072865,THUJA OC GOLDEN GLOBE,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON,,,,,,,,,,,,,,,,
OR,055971,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,055972,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,055975PT,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,072922,THUJA OC HETZ MIDGET,Thuja occidentalis 'Hetz Midget'                            ,Hetz Midget Arborvitae                                      ,CON,,,,,,,,,,,,,,,,
OR,053931,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON,,,,,,,,,,,,,,,,
OR,053932,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON,,,,,,,,,,,,,,,,
OR,05393M,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON,,,,,,,,,,,,,,,,
OR,072872,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,,,,,,,,,,,,,,,,
OR,072875,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,,,,,,,,,,,,,,,,
OR,031185,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,CON,,,,,,,,,,,,,,,,
OR,022175,THUJA OC MR BOWLING BALL R,Thuja occidentalis 'Bobozam'                                ,Mr. Bowling Ball™  Arborvitae,CON,,,,,,,,,,,,,,,,
OR,075055,THUJA OC NORTH POLE R PPAF,"Thuja occidentalis 'Art Boe' P.P. #22,174                   ",North Pole™  Arborvitae,CON,,,,,,,,,,,,,,,,
OR,073055,THUJA OC RUSHMORE,Thuja occidentalis 'Rushmore'                               ,Rushmore Arborvitae                                         ,CON,,,,,,,,,,,,,,,,
OR,072915,THUJA OC YELLOW RIBBON,Thuja occidentalis 'Yellow Ribbon'                          ,Yellow Ribbon Arborvitae                                    ,CON,,,,,,,,,,,,,,,,
OR,046822,THUJA OR MORGAN,Thuja orientalis 'Morgan'                                   ,Morgan's Chinese Arborvitae                                 ,CON,,,,,,,,,,,,,,,,
OR,019441,THUJA PL GRN GLOBE (GRNE KGEL),Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON,,,,,,,,,,,,,,,,
OR,019442,THUJA PL GRN GLOBE (GRNE KGEL),Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON,,,,,,,,,,,,,,,,
OR,031195,THUJA PLICATA GREEN SPORT,Thuja plicata 'Green Sport'                                 ,Green Sport Western Red Cedar                               ,CON,,,,,,,,,,,,,,,,
OR,019455,THUJA PLICATA SUNSHINE,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,CON,,,,,,,,,,,,,,,,
OR,066572,THUJA PLICATA WHIPCORD,Thuja plicata 'Whipcord'                                    ,Whipcord Western Red Cedar                                  ,CON,,,,,,,,,,,,,,,,
OR,055142,THUJA X EMBER WAVES TM PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves™  Western Arborvitae,CON,,,,,,,,,,,,,,,,
OR,055145,THUJA X EMBER WAVES TM PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves™  Western Arborvitae,CON,,,,,,,,,,,,,,,,
OR,05514UT,THUJA X EMBER WAVES TM PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves™  Western Arborvitae,CON,,,,,,,,,,,,,,,,
OR,034055,THUJOPSIS DOLOBRATA NANA,Thujopsis dolobrata 'Nana'                                  ,False Hiba Cedar                                            ,CON,,,,,,,,,,,,,,,,
OR,05124UT,THYMUS PRA PINK CHINTZ,Thymus 'Pink Chintz'                                        ,Pink Chintz Thyme                                           ,PRN,,,,,,,,,,,,,,,,
OR,412851,TIARELLA JEEPERS CRPRS PP13437,"Tiarella 'Jeepers Creepers' P.P.# 13,437                    ",Jeepers Creepers Tiarella                                   ,PRN,,,,,,,,,,,,,,,,
OR,029675,TILIA TOMENTOSA SATIN SHADOW R,Tilia tomentosa 'Sashazam'                                  ,Satin Shadow®  Linden,TRE,,,,,,,,,,,,,,,,
OR,053125TR,TROCHODENDRON ARALIOIDES,Trochodendron aralioides                                    ,Taiwanese Parasol Tree                                      ,TRE,,,,,,,,,,,,,,,,
OR,051322,TSUGA C GLDN DUCHESS R PP25503,"Tsuga canadensis 'MonKinn' P.P.#25,503                      ",Golden Duchess®  Eastern Hemlock,CON,,,,,,,,,,,,,,,,
OR,07343M,TSUGA CAN EMERALD FOUNTAIN R,Tsuga canadensis 'Monler'                                   ,Emerald Fountain®  Canadian Hemlock,CON,,,,,,,,,,,,,,,,
OR,034095,TSUGA CAN GRACILLIS,Tsuga canadensis 'Gracilis'                                 ,Gracilis Hemlock                                            ,CON,,,,,,,,,,,,,,,,
OR,038191,TSUGA CAN JEDDELOH,Tsuga canadensis 'Jeddeloh'                                 ,Jeddeloh Canadian Hemlock                                   ,CON,,,,,,,,,,,,,,,,
OR,038192,TSUGA CAN JEDDELOH,Tsuga canadensis 'Jeddeloh'                                 ,Jeddeloh Canadian Hemlock                                   ,CON,,,,,,,,,,,,,,,,
OR,073285,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON,,,,,,,,,,,,,,,,
OR,073287,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON,,,,,,,,,,,,,,,,
OR,073265,TSUGA CANADENSIS,Tsuga canadensis                                            ,Canadian Hemlock                                            ,CON,,,,,,,,,,,,,,,,
OR,073325,ULMUS GLABRA CAMPERDOWNII,Ulmus glabra 'Camperdownii'                                 ,Camperdown Elm                                              ,TRE,,,,,,,,,,,,,,,,
OR,084852,VACC X PINK ICING TM PP23336,"Vaccinium corymbosum 'ZF06-079' P.P.# 23,336                ",BrazelBerries®  Pink Icing™  Blueberry,DCS,,,,,,,,,,,,,,,,
OR,021745,VACCINIUM CORY SUNSHINE BLUE,Vaccinium x 'Sunshine Blue' (Southern Highbush)             ,Sunshine Blue Blueberry                                     ,DCS,,,,,,,,,,,,,,,,
OR,080362,VACCINIUM CORYMBOSUM CHANDLER,Vaccinium corymbosum 'Chandler' (Northern Highbush)         ,Chandler Midseason Blueberry                                ,DCS,,,,,,,,,,,,,,,,
OR,034481,VACCINIUM CORYMBOSUM JUBILEE,Vaccinium corymbosum 'Jubilee' (Southern Highbush)          ,Jubilee Blueberry                                           ,DCS,,,,,,,,,,,,,,,,
OR,073401,VACCINIUM CORYMBOSUM NORTHLAND,Vaccinium corymbosum 'Northland' (Northern Highbush)        ,Northland Midseason Blueberry                               ,DCS,,,,,,,,,,,,,,,,
OR,073402,VACCINIUM CORYMBOSUM NORTHLAND,Vaccinium corymbosum 'Northland' (Northern Highbush)        ,Northland Midseason Blueberry                               ,DCS,,,,,,,,,,,,,,,,
OR,073742,VACCINIUM CORYMBOSUM PATRIOT,Vaccinium corymbosum 'Patriot' (Northern Highbush)          ,Patriot Early Season Blueberry                              ,DCS,,,,,,,,,,,,,,,,
OR,073745,VACCINIUM CORYMBOSUM PATRIOT,Vaccinium corymbosum 'Patriot' (Northern Highbush)          ,Patriot Early Season Blueberry                              ,DCS,,,,,,,,,,,,,,,,
OR,081712,VACCINIUM PEACH SORBET TM PPAF,"Vaccinium corymbosum 'ZF06-043' P.P.#23,325                 ",BrazelBerries®  Peach Sorbet™  Blueberry,DCS,,,,,,,,,,,,,,,,
OR,079551,VERONICA HYB TIDAL POOL PPAF,Veronica 'Tidal Pool' P.P.A.F.                              ,Tidal Pool Prostrate Speedwell                              ,PRN,,,,,,,,,,,,,,,,
OR,079481,VERONICA HYB WHITE WATER PPAF,"Veronica x 'Whitewater' P.P.#22,783                         ",Whitewater Speedwell                                        ,PRN,,,,,,,,,,,,,,,,
OR,409261,VERONICA MDY BLUES LT BLU PPAF,Veronica spicata 'Novaverlig' P.P.A.F.                      ,Moody Blues Light Blue Speedwell                            ,PRN,,,,,,,,,,,,,,,,
OR,409271,VERONICA MDY BLUES MAUVE PPAF,Veronica spicata 'Novavermau' P.P.A.F.                      ,Moody Blues Mauve Speedwell                                 ,PRN,,,,,,,,,,,,,,,,
OR,409251,VERONICA MDY BLUES PINK PPAF,Veronica spicata 'Novaverpin' P.P.A.F.                      ,Moody Blues Pink Speedwell                                  ,PRN,,,,,,,,,,,,,,,,
OR,07426UT,VERONICA PROSTRATA TREHANE,Veronica prostrata 'Trehane'                                ,Trehane Speedwell                                           ,PRN,,,,,,,,,,,,,,,,
OR,073621,VERONICA SPICATA RED FOX,Veronica spicata 'Red Fox'                                  ,Red Fox Spike Speedwell                                     ,PRN,,,,,,,,,,,,,,,,
OR,07362UT,VERONICA SPICATA RED FOX,Veronica spicata 'Red Fox'                                  ,Red Fox Spike Speedwell                                     ,PRN,,,,,,,,,,,,,,,,
OR,074205,VIB DAVIDII,Viburnum davidii                                            ,David Viburnum                                              ,EVS,,,,,,,,,,,,,,,,
OR,074652,VIB OPULUS NANUM,Viburnum opulus 'Nanum'                                     ,Dwarf Cranberry Bush                                        ,DCS,,,,,,,,,,,,,,,,
OR,073602,VIB X BURKWOODII,Viburnum x burkwoodii                                       ,Burkwood Viburnum                                           ,EVS,,,,,,,,,,,,,,,,
OR,076081,VINCA MINOR ATROPURPUREA,Vinca minor 'Atropurpurea'                                  ,Wine Common Periwinkle                                      ,PRN,,,,,,,,,,,,,,,,
OR,07613UT,VINCA MINOR BOWLES',Vinca minor 'Bowles'                                        ,Bowles' Common Periwinkle                                   ,PRN,,,,,,,,,,,,,,,,
OR,076041,VIOLA X PURPLE SHOWERS,Viola x 'Purple Showers'                                    ,Purple Showers Viola                                        ,PRN,,,,,,,,,,,,,,,,
OR,076395,WEIGELA FL DARK HORSE PP14381,Weigela florida 'Dark Horse' P.P.# 14381                    ,Dark Horse Weigela                                          ,DCS,,,,,,,,,,,,,,,,
OR,076541,WEIGELA FL PINK POPPET,Weigela florida 'Plangen'                                   ,Pink Poppet Weigela                                         ,DCS,,,,,,,,,,,,,,,,
OR,076545,WEIGELA FL PINK POPPET,Weigela florida 'Plangen'                                   ,Pink Poppet Weigela                                         ,DCS,,,,,,,,,,,,,,,,
OR,017575,WEIGELA MAGICAL R FNTSY P13567,Weigela florida 'Kolsunn' P.P.# 13567                       ,Magical®  Fantasy Weigela,DCS,,,,,,,,,,,,,,,,
OR,066705,ZELKOVA SERRATA GOLD FALLS TM,Zelkova serrata 'Gold Falls'                                ,Gold Falls™  Zelkova,TRE,,,,,,,,,,,,,,,,
