Item#,Item#,Size,Size Description,Item Description,Common
023527,2352,7,#7,CERCIS CHIN AVONDALE,Avondale Redbud
032575,3257,5,#5,CERCIS CHIN DON EGOLF,Don Egolf Redbud
017855,1785,5,#5,CERCIS LAVENDER TWIST R P10328,Lavender Twist ® Redbud
017857,1785,7,#7,CERCIS LAVENDER TWIST R P10328,Lavender Twist ® Redbud
017859,1785,9,#15,CERCIS LAVENDER TWIST R P10328,Lavender Twist ® Redbud
023515,2351,5,#5,CERCIS MEXICANA,Mexican Redbud
043015,4301,5,#5,CERCIS OCCIDENTALIS,Western Redbud
043017,4301,7,#7,CERCIS OCCIDENTALIS,Western Redbud
070625,7062,5,#5,CERCIS OCCIDENTALIS CLAREMONT,
025317,2531,7,#7,CERCOCARPUS LEDIFOLIUS,
057381,5738,1,#1,CESTRUM AUR ORANGE PEEL,Orange Peel Jessamine
057382,5738,2,#2,CESTRUM AUR ORANGE PEEL,Orange Peel Jessamine
023261,2326,1,#1,CESTRUM FAS NEWELLII,Newell Cestrum
023265,2326,5,#5,CESTRUM FAS NEWELLII,Newell Cestrum
023601,2360,1,#1,CESTRUM NOCTURNUM,Night Blooming Jessamine
023605,2360,5,#5,CESTRUM NOCTURNUM,Night Blooming Jessamine
074441S,7444,1S,SuperOne TM,CHAEN DBLTKE TM OR STRM P20950,Double Take ™ Orange Storm Floweri
074442S,7444,2S,SuperTwo,CHAEN DBLTKE TM OR STRM P20950,Double Take ™ Orange Storm Floweri
074451S,7445,1S,SuperOne TM,CHAEN DBLTKE TM PK STRM P20920,Double Take ™ Pink Storm Flowering
074452S,7445,2S,SuperTwo,CHAEN DBLTKE TM PK STRM P20920,Double Take ™ Pink Storm Flowering
074771S,7477,1S,SuperOne TM,CHAEN DBLTKE TM SCR STRM PPAF,Double Take ™ Scarlet Storm Flower
074772S,7477,2S,SuperTwo,CHAEN DBLTKE TM SCR STRM PPAF,Double Take ™ Scarlet Storm Flower
030821,3082,1,#1,CHAENOMELES CAMEO,Cameo Japanese Flowering Quince
030822,3082,2,#2,CHAENOMELES CAMEO,Cameo Japanese Flowering Quince
020722,2072,2,#2,CHAENOMELES JET TRAIL,Jet Trail Flowering Quince
031001,3100,1,#1,CHAENOMELES SUPER RED R,Super Red ® Flowering Quince
031002,3100,2,#2,CHAENOMELES SUPER RED R,Super Red ® Flowering Quince
031051,3105,1,#1,CHAENOMELES TEXAS SCARLET,Texas Scarlet Flowering Quince
031052,3105,2,#2,CHAENOMELES TEXAS SCARLET,Texas Scarlet Flowering Quince
020742,2074,2,#2,CHAENOMELES TOYO-NISHIKI,Toyo-Nishiki Flowering Quince
031375P2,3137,5P2,#5 2BALL POODLE,CHAM - THUJA GOLD/GREEN,
033812,3381,2,#2,CHAM L BLU SURPRISE-GUARDIAN R,Blue Surprise Port Orford Cedar - The Gu
033815,3381,5,#5,CHAM L BLU SURPRISE-GUARDIAN R,Blue Surprise Port Orford Cedar - The Gu
03381M,3381,M,#10 Squat,CHAM L BLU SURPRISE-GUARDIAN R,Blue Surprise Port Orford Cedar - The Gu
023632,2363,2,#2,CHAM L GOLDEN KING-GUARDIAN R,Golden King Port Orford Cedar - The Guar
023635,2363,5,#5,CHAM L GOLDEN KING-GUARDIAN R,Golden King Port Orford Cedar - The Guar
023621,2362,1,#1,CHAM L SILBERSTAR-GUARDIAN R,Silberstar Port Orford Cedar - The Guard
023625,2362,5,#5,CHAM L SILBERSTAR-GUARDIAN R,Silberstar Port Orford Cedar - The Guard
02362M,2362,M,#10 Squat,CHAM L SILBERSTAR-GUARDIAN R,Silberstar Port Orford Cedar - The Guard
033822,3382,2,#2,CHAM L SILVER QUEEN-GUARDIAN R,Silver Queen Port Orford Cedar - The Gua
033825,3382,5,#5,CHAM L SILVER QUEEN-GUARDIAN R,Silver Queen Port Orford Cedar - The Gua
03382M,3382,M,#10 Squat,CHAM L SILVER QUEEN-GUARDIAN R,Silver Queen Port Orford Cedar - The Gua
033832,3383,2,#2,CHAM L SNOW QUEEN-GUARDIAN R,Snow Queen Port Orford Cedar-The Guardia
033835,3383,5,#5,CHAM L SNOW QUEEN-GUARDIAN R,Snow Queen Port Orford Cedar-The Guardia
03383M,3383,M,#10 Squat,CHAM L SNOW QUEEN-GUARDIAN R,Snow Queen Port Orford Cedar-The Guardia
050332,5033,2,#2,CHAM L SNOW WHITE-GUARDIAN R,Snow White Port Orford Cedar - The Guard
050335,5033,5,#5,CHAM L SNOW WHITE-GUARDIAN R,Snow White Port Orford Cedar - The Guard
05033M,5033,M,#10 Squat,CHAM L SNOW WHITE-GUARDIAN R,Snow White Port Orford Cedar - The Guard
033802,3380,2,#2,CHAM L YVONNE-GUARDIAN R,Yvonne Port Orford Cedar - The Guardian{
033805,3380,5,#5,CHAM L YVONNE-GUARDIAN R,Yvonne Port Orford Cedar - The Guardian{
03380M,3380,M,#10 Squat,CHAM L YVONNE-GUARDIAN R,Yvonne Port Orford Cedar - The Guardian{
034535,3453,5,#5,CHAM NOOT GLAUCA PENDULA,
033785,3378,5,#5,CHAM NOOT GREEN ARROW,GREEN ARROW ALASKAN CYPRESS
023651,2365,1,#1,CHAM NOOT PENDULA,Weeping Nootka Cypress
023655,2365,5,#5,CHAM NOOT PENDULA,Weeping Nootka Cypress
02365M,2365,M,#10 Squat,CHAM NOOT PENDULA,Weeping Nootka Cypress
035365,3536,5,#5,CHAM OBT CRIPPSII,Golden Hinoki False Cypress
037092,3709,2,#2,CHAM OBT FERNSPRAY GOLD,
037095PT,3709,5PT,#5 PATIO TREE,CHAM OBT FERNSPRAY GOLD,
023901,2390,1,#1,CHAM OBT FILICOIDES,Fernspray False Cypress
023902,2390,2,#2,CHAM OBT FILICOIDES,Fernspray False Cypress
023905,2390,5,#5,CHAM OBT FILICOIDES,Fernspray False Cypress
02390M,2390,M,#10 Squat,CHAM OBT FILICOIDES,Fernspray False Cypress
023681,2368,1,#1,CHAM OBT GRACILIS,Slender Hinoki False Cypress
023682,2368,2,#2,CHAM OBT GRACILIS,Slender Hinoki False Cypress
023685,2368,5,#5,CHAM OBT GRACILIS,Slender Hinoki False Cypress
02368M,2368,M,#10 Squat,CHAM OBT GRACILIS,Slender Hinoki False Cypress
02300M,2300,M,#10 Squat,CHAM OBT GRACILIS SELCTN,
023791,2379,1,#1,CHAM OBT KOSTERI,Koster's False Cypress
023792,2379,2,#2,CHAM OBT KOSTERI,Koster's False Cypress
023795PT,2379,5PT,#5 PATIO TREE,CHAM OBT KOSTERI,Koster's False Cypress
02379E,2379,E,"7"" Terra Cotta",CHAM OBT KOSTERI,Koster's False Cypress
023871,2387,1,#1,CHAM OBT NANA LUTEA,Golden Dwarf Hinoki Cypress
023872,2387,2,#2,CHAM OBT NANA LUTEA,Golden Dwarf Hinoki Cypress
023721,2372,1,#1,CHAM OBT PYG AURESCENS,Compact Bronze Hinoki Cypress
023722,2372,2,#2,CHAM OBT PYG AURESCENS,Compact Bronze Hinoki Cypress
023725,2372,5,#5,CHAM OBT PYG AURESCENS,Compact Bronze Hinoki Cypress
023725PP,2372,5PP,#5 POMPON,CHAM OBT PYG AURESCENS,Compact Bronze Hinoki Cypress
023911,2391,1,#1,CHAM OBT TEMPELHOF,Tempelhof Cypress
023912,2391,2,#2,CHAM OBT TEMPELHOF,Tempelhof Cypress
023915PT,2391,5PT,#5 PATIO TREE,CHAM OBT TEMPELHOF,Tempelhof Cypress
023931,2393,1,#1,CHAM OBT TORULOSA,Twisted Hinoki Cypress
023932,2393,2,#2,CHAM OBT TORULOSA,Twisted Hinoki Cypress
023935,2393,5,#5,CHAM OBT TORULOSA,Twisted Hinoki Cypress
08240UT,8240,UT,LittleOne,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress
082401,8240,1,#1,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress
082402,8240,2,#2,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress
082402PY,8240,2PY,#2 CONE,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress
082405,8240,5,#5,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress
082405OP,8240,5OP,#5 ORIENTAL POMPON,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress
02403UT,2403,UT,LittleOne,CHAM PIS FIL GOLDEN CHARM,Golden Charm Thread-Branch Cypress
024031,2403,1,#1,CHAM PIS FIL GOLDEN CHARM,Golden Charm Thread-Branch Cypress
024031S,2403,1S,SuperOne TM,CHAM PIS FIL GOLDEN CHARM,Golden Charm Thread-Branch Cypress
024032,2403,2,#2,CHAM PIS FIL GOLDEN CHARM,Golden Charm Thread-Branch Cypress
024035,2403,5,#5,CHAM PIS FIL GOLDEN CHARM,Golden Charm Thread-Branch Cypress
02403M,2403,M,#10 Squat,CHAM PIS FIL GOLDEN CHARM,Golden Charm Thread-Branch Cypress
074782S,7478,2S,SuperTwo,CHAM PIS SOFT SERVE R PPAF,Soft Serve ® False Cypress
074785,7478,5,#5,CHAM PIS SOFT SERVE R PPAF,Soft Serve ® False Cypress
02382UT,2382,UT,LittleOne,CHAM PIS SQUARROSA MINIMA,Miniature Moss False Cypress
023821,2382,1,#1,CHAM PIS SQUARROSA MINIMA,Miniature Moss False Cypress
023822,2382,2,#2,CHAM PIS SQUARROSA MINIMA,Miniature Moss False Cypress
023841,2384,1,#1,CHAM PIS SUNGOLD,Sungold Thread-Branch Cypress
023842,2384,2,#2,CHAM PIS SUNGOLD,Sungold Thread-Branch Cypress
019351,1935,1,#1,CHAM PIS TRUE BLUE,True Blue Sawara Cypress
019355,1935,5,#5,CHAM PIS TRUE BLUE,True Blue Sawara Cypress
024025PT,2402,5PT,#5 PATIO TREE,CHAM THYOIDES HEATHER BUN,Heather Bun White Cedar
022875,2287,5,#5,CHAMELAUCIUM CASCADE BROOK TM,
022885,2288,5,#5,CHAMELAUCIUM CASCADE JEWEL TM,
022905,2290,5,#5,CHAMELAUCIUM CASCADE MIST TM,
022925,2292,5,#5,CHAMELAUCIUM PURPLE PRIDE TM,
022915,2291,5,#5,CHAMELAUCIUM UNC NOEL TM,
022955,2295,5,#5,CHAMELAUCIUM UNC SILK TM,
024191,2419,1,#1,CHELONE HOT LIPS,Hot Lips Turtlehead
024155,2415,5,#5,CHIL TIMELESS BEAUTY TM P11078,Timeless Beauty ® Desert Willow
024159,2415,9,#15,CHIL TIMELESS BEAUTY TM P11078,Timeless Beauty ® Desert Willow
024131,2413,1,#1,CHILOPSIS BURGUNDY,Burgundy Desert Willow
024135,2413,5,#5,CHILOPSIS BURGUNDY,Burgundy Desert Willow
024161,2416,1,#1,CHIONANTHUS RETUSUS,Chinese Fringe Tree
024165,2416,5,#5,CHIONANTHUS RETUSUS,Chinese Fringe Tree
024185,2418,5,#5,CHIONANTHUS VIRGINICUS,White Fringe Tree
023065,2306,5,#5,CHITALPA TASH MORNING CLOUD,Morning Cloud Chitalpa
023065BH,2306,5BH,#5 BUSH,CHITALPA TASH MORNING CLOUD,Morning Cloud Chitalpa
022985,2298,5,#5,CHITALPA TASH PINK DAWN,Pink Dawn Chitalpa
022985BH,2298,5BH,#5 BUSH,CHITALPA TASH PINK DAWN,Pink Dawn Chitalpa
048621,4862,1,#1,CHOISYA TERN SUNDANCE,Sundance Mexican Orange Blossom
048621S,4862,1S,SuperOne TM,CHOISYA TERN SUNDANCE,Sundance Mexican Orange Blossom
048622,4862,2,#2,CHOISYA TERN SUNDANCE,Sundance Mexican Orange Blossom
048625,4862,5,#5,CHOISYA TERN SUNDANCE,Sundance Mexican Orange Blossom
024351S,2435,1S,SuperOne TM,CHOISYA TERNATA,Mexican Orange Blossom
024352,2435,2,#2,CHOISYA TERNATA,Mexican Orange Blossom
024355,2435,5,#5,CHOISYA TERNATA,Mexican Orange Blossom
006351,635,1,#1,CHRY (LEU) SUP REAL DREAM PPAF,Real Dream Shasta Daisy
026621,2662,1,#1,CHRYS (LEUCANTH) X SUP AGLAIA,Aglaia Shasta Daisy
02302UT,2302,UT,LittleOne,CHRYS (LEUCANTH) X SUP BECKY,Becky Shasta Daisy
023021,2302,1,#1,CHRYS (LEUCANTH) X SUP BECKY,Becky Shasta Daisy
00422UT,422,UT,LittleOne,CHRYS (LEUCANTH) X SUP SNOWCAP,Snowcap Shasta Daisy
004221,422,1,#1,CHRYS (LEUCANTH) X SUP SNOWCAP,Snowcap Shasta Daisy
00423UT,423,UT,LittleOne,CHRYS (LEUCANTH) X SUP SNWLADY,Snow Lady Shasta Daisy
062111,6211,1,#1,CHRYS BROADWAY LIGHTS PPAF,BURGUNDY CARPET SPREADING MYOPORUM
030421S,3042,1S,SuperOne TM,CHRYS MAMMOTH LAVENDER DAISY,Mammoth ™ Lavender Daisy Garden Mu
030411S,3041,1S,SuperOne TM,CHRYS MAMMOTH ORG DAISY PPAF,Mammoth ™ Dark Bronze Garden Mum
021711S,2171,1S,SuperOne TM,CHRYS MAMMOTH RED DAISY P14197,Mammoth ™ Red Daisy Garden Mum
030431S,3043,1S,SuperOne TM,CHRYS MAMMOTH STAR WHITE PPAF,Mammoth ™ White Garden Mum
021721S,2172,1S,SuperOne TM,CHRYS MAMMOTH YLW QUILL P15027,Mammoth ™ Yellow Quill Garden Mum
02532UT,2532,UT,LittleOne,CHRYSACTINIA MEXICANA,Damiantia
025321,2532,1,#1,CHRYSACTINIA MEXICANA,Damiantia
004281,428,1,#1,CHRYSOGONUM VIRGINIANUM,Goldenstar
039512,3951,2,#2,CIMI S BLACK NEGLIGEE (ACTAEA),Black Negligee Snakeroot
07558E,7558,E,"7"" Terra Cotta",CINNAMOMUM ZEYLANICUM,
024561,2456,1,#1,CISTUS BENNET'S WHITE,Bennett's White Rock Rose
024565,2456,5,#5,CISTUS BENNET'S WHITE,Bennett's White Rock Rose
024511,2451,1,#1,CISTUS BRILLIANCY,Brillancy Rock Rose
024511S,2451,1S,SuperOne TM,CISTUS BRILLIANCY,Brillancy Rock Rose
024515,2451,5,#5,CISTUS BRILLIANCY,Brillancy Rock Rose
050411S,5041,1S,SuperOne TM,CISTUS CANESCENS,Rock Rose
050415,5041,5,#5,CISTUS CANESCENS,Rock Rose
050511,5051,1,#1,CISTUS GRAYSWOOD PINK,Grayswood Pink Rock Rose
050511S,5051,1S,SuperOne TM,CISTUS GRAYSWOOD PINK,Grayswood Pink Rock Rose
050515,5051,5,#5,CISTUS GRAYSWOOD PINK,Grayswood Pink Rock Rose
024551,2455,1,#1,CISTUS MACULATUS,Brown-Eyed Rock Rose
024601,2460,1,#1,CISTUS PURPUREUS,Purple Rock Rose
024605,2460,5,#5,CISTUS PURPUREUS,Purple Rock Rose
050421S,5042,1S,SuperOne TM,CISTUS X CRISPATUS WARLEY ROSE,Warley Rose Rock Rose
050431S,5043,1S,SuperOne TM,CISTUS X ELLIPTICUS BICOLOR,Bicolor Rock Rose
050435,5043,5,#5,CISTUS X ELLIPTICUS BICOLOR,Bicolor Rock Rose
024751,2475,1,#1,CITRUS BEARSS SEEDLESS LIME,Bearss Seedless Lime
024752,2475,2,#2,CITRUS BEARSS SEEDLESS LIME,Bearss Seedless Lime
024752PT,2475,2PT,#2 PATIO TREE,CITRUS BEARSS SEEDLESS LIME,Bearss Seedless Lime
024755,2475,5,#5,CITRUS BEARSS SEEDLESS LIME,Bearss Seedless Lime
024755PT,2475,5PT,#5 PATIO TREE,CITRUS BEARSS SEEDLESS LIME,Bearss Seedless Lime
026252,2625,2,#2,CITRUS CALAMONDIN ORANGE,Calamondin Orange
026262,2626,2,#2,CITRUS CALAMONDIN VARIEGATA,Variegated Calamondin Orange
026265,2626,5,#5,CITRUS CALAMONDIN VARIEGATA,Variegated Calamondin Orange
02626EPT,2626,EPT,"7"" Terra Cotta PATIO",CITRUS CALAMONDIN VARIEGATA,Variegated Calamondin Orange
024792,2479,2,#2,CITRUS CAMPBELL VALENCIA,Campbell Valencia Orange
024792PT,2479,2PT,#2 PATIO TREE,CITRUS CAMPBELL VALENCIA,Campbell Valencia Orange
024795,2479,5,#5,CITRUS CAMPBELL VALENCIA,Campbell Valencia Orange
024795PT,2479,5PT,#5 PATIO TREE,CITRUS CAMPBELL VALENCIA,Campbell Valencia Orange
024735PT,2473,5PT,#5 PATIO TREE,CITRUS CARA CARA PINK NAVEL,Cara Cara Pink Navel Orange
024822PT,2482,2PT,#2 PATIO TREE,CITRUS CLEMENTINE,Clementine Mandarin Orange
024825PT,2482,5PT,#5 PATIO TREE,CITRUS CLEMENTINE,Clementine Mandarin Orange
024952PT,2495,2PT,#2 PATIO TREE,CITRUS DANCY TANGERINE,Dancy Tangerine
024955PT,2495,5PT,#5 PATIO TREE,CITRUS DANCY TANGERINE,Dancy Tangerine
024742,2474,2,#2,CITRUS DWF BEARSS SEEDLSS LIME,Dwarf Bearss Seedless Lime
024745,2474,5,#5,CITRUS DWF BEARSS SEEDLSS LIME,Dwarf Bearss Seedless Lime
024812,2481,2,#2,CITRUS DWF CAMPBELL VALENCIA,Dwarf Campbell Valencia Orange
024815,2481,5,#5,CITRUS DWF CAMPBELL VALENCIA,Dwarf Campbell Valencia Orange
025742,2574,2,#2,CITRUS DWF LISBON LEMON,Dwarf Lisbon Lemon
025745,2574,5,#5,CITRUS DWF LISBON LEMON,Dwarf Lisbon Lemon
024622,2462,2,#2,CITRUS DWF REDBLUSH GRAPEFRUIT,Dwarf Redblush Grapefruit
024625,2462,5,#5,CITRUS DWF REDBLUSH GRAPEFRUIT,Dwarf Redblush Grapefruit
026102,2610,2,#2,CITRUS DWF WASHINGTON NAVEL,Dwarf Washington Navel Orange
026105,2610,5,#5,CITRUS DWF WASHINGTON NAVEL,Dwarf Washington Navel Orange
025051,2505,1,#1,CITRUS EUREKA LEMON,Eureka Lemon
025052,2505,2,#2,CITRUS EUREKA LEMON,Eureka Lemon
025052PT,2505,2PT,#2 PATIO TREE,CITRUS EUREKA LEMON,Eureka Lemon
025055,2505,5,#5,CITRUS EUREKA LEMON,Eureka Lemon
025055PT,2505,5PT,#5 PATIO TREE,CITRUS EUREKA LEMON,Eureka Lemon
043071,4307,1,#1,CITRUS HYSTRIX (KAFFIR LIME),Kaffir Lime
026001,2600,1,#1,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
026002,2600,2,#2,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
026002PT,2600,2PT,#2 PATIO TREE,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
026005,2600,5,#5,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
026005PT,2600,5PT,#5 PATIO TREE,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
02600E,2600,E,"7"" Terra Cotta",CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
02600EPT,2600,EPT,"7"" Terra Cotta PATIO",CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
02600M,2600,M,#10 Squat,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
02600MPT,2600,MPT,#10 Squat PATIO TREE,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
02600T,2600,T,"12"" Pot",CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon
025602,2560,2,#2,CITRUS KUMQUAT NAGAMI,Nagami Kumquat
025602PT,2560,2PT,#2 PATIO TREE,CITRUS KUMQUAT NAGAMI,Nagami Kumquat
025605,2560,5,#5,CITRUS KUMQUAT NAGAMI,Nagami Kumquat
025605PT,2560,5PT,#5 PATIO TREE,CITRUS KUMQUAT NAGAMI,Nagami Kumquat
02560EPT,2560,EPT,"7"" Terra Cotta PATIO",CITRUS KUMQUAT NAGAMI,Nagami Kumquat
025122,2512,2,#2,CITRUS LIMON EUREKA VAR PINK,Pink Variegated Eureka Lemon
025125,2512,5,#5,CITRUS LIMON EUREKA VAR PINK,Pink Variegated Eureka Lemon
025125PT,2512,5PT,#5 PATIO TREE,CITRUS LIMON EUREKA VAR PINK,Pink Variegated Eureka Lemon
025781,2578,1,#1,CITRUS LISBON LEMON,Lisbon Lemon
025782,2578,2,#2,CITRUS LISBON LEMON,Lisbon Lemon
025782PT,2578,2PT,#2 PATIO TREE,CITRUS LISBON LEMON,Lisbon Lemon
025785,2578,5,#5,CITRUS LISBON LEMON,Lisbon Lemon
025785PT,2578,5PT,#5 PATIO TREE,CITRUS LISBON LEMON,Lisbon Lemon
024682,2468,2,#2,CITRUS MEXICAN THORNLESS LIME,Mexican Thornless Lime
024682PT,2468,2PT,#2 PATIO TREE,CITRUS MEXICAN THORNLESS LIME,Mexican Thornless Lime
024685PT,2468,5PT,#5 PATIO TREE,CITRUS MEXICAN THORNLESS LIME,Mexican Thornless Lime
026652,2665,2,#2,CITRUS MORO BLOOD ORANGE,Moro Blood Orange
026652PT,2665,2PT,#2 PATIO TREE,CITRUS MORO BLOOD ORANGE,Moro Blood Orange
026655,2665,5,#5,CITRUS MORO BLOOD ORANGE,Moro Blood Orange
026655PT,2665,5PT,#5 PATIO TREE,CITRUS MORO BLOOD ORANGE,Moro Blood Orange
026602,2660,2,#2,CITRUS OWA SATSUMA MANDARIN,Owari Satsuma Mandarin Orange
026605,2660,5,#5,CITRUS OWA SATSUMA MANDARIN,Owari Satsuma Mandarin Orange
026605PT,2660,5PT,#5 PATIO TREE,CITRUS OWA SATSUMA MANDARIN,Owari Satsuma Mandarin Orange
025872PT,2587,2PT,#2 PATIO TREE,CITRUS REDBLUSH GRAPEFRUIT,Redblush Grapefruit
025875PT,2587,5PT,#5 PATIO TREE,CITRUS REDBLUSH GRAPEFRUIT,Redblush Grapefruit
066432,6643,2,#2,CITRUS SEEDLESS KISHU MANDARIN,Seedless Kishu Mandarin
066435,6643,5,#5,CITRUS SEEDLESS KISHU MANDARIN,Seedless Kishu Mandarin
026825PT,2682,5PT,#5 PATIO TREE,CITRUS TROVITA ORANGE,Trovita Orange
026052,2605,2,#2,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange
026052PT,2605,2PT,#2 PATIO TREE,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange
026055,2605,5,#5,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange
026055PT,2605,5PT,#5 PATIO TREE,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange
026752,2675,2,#2,CITRUS X MINNEOLA TANGELO,Minneola Tangelo
026752PT,2675,2PT,#2 PATIO TREE,CITRUS X MINNEOLA TANGELO,Minneola Tangelo
026755,2675,5,#5,CITRUS X MINNEOLA TANGELO,Minneola Tangelo
026755PT,2675,5PT,#5 PATIO TREE,CITRUS X MINNEOLA TANGELO,Minneola Tangelo
090681,9068,1,#1 STAKED,CLEM ALP CONSTANCE,Constance Alpine Clematis
090661,9066,1,#1 STAKED,CLEM ALP PAMELA JACKMAN,Pamela Jackman Alpine Clematis
038571,3857,1,#1 STAKED,CLEM ALP STOLWIJK GOLD PP18648,Stolwijk Gold Alpine Clematis
038571S,3857,1S,SuperOne TM,CLEM ALP STOLWIJK GOLD PP18648,Stolwijk Gold Alpine Clematis
038572,3857,2,#2 STAKED,CLEM ALP STOLWIJK GOLD PP18648,Stolwijk Gold Alpine Clematis
027151,2715,1,#1 STAKED,CLEM ARMANDII,Evergreen Clematis
027151S,2715,1S,SuperOne TM STAKED,CLEM ARMANDII,Evergreen Clematis
027152,2715,2,#2 STAKED,CLEM ARMANDII,Evergreen Clematis
027155,2715,5,#5 STAKED,CLEM ARMANDII,Evergreen Clematis
056191,5619,1,#1,CLEM ARMANDII APPLEBLOSSOM,
048041,4804,1,#1,CLEM CENTER STAR TM PP17010,Center Star Clematis
039302,3930,2,#2,CLEM GLADYS PICARD,GLADYS PICARD CLEMATIS
027251,2725,1,#1,CLEM INTEGRIFOLIA CAERULEA,Bushy Blue Bell Clematis
027285,2728,5,#5,CLEM LAN CANDIDA,White Flowering Clematis
046252,4625,2,#2 STAKED,CLEM LOUISE ROWE,Louise Rowe Clematis
027431,2743,1,#1 STAKED,CLEM MONTANA FREDA,Freda Anemone Clematis
027431S,2743,1S,SuperOne TM,CLEM MONTANA FREDA,Freda Anemone Clematis
027435,2743,5,#5 STAKED,CLEM MONTANA FREDA,Freda Anemone Clematis
055391,5539,1,#1 STAKED,CLEM MONTANA PINK-A-BOO R,Pink-A-Boo ® Anemone Clematis
055392,5539,2,#2 STAKED,CLEM MONTANA PINK-A-BOO R,Pink-A-Boo ® Anemone Clematis
055395,5539,5,#5 STAKED,CLEM MONTANA PINK-A-BOO R,Pink-A-Boo ® Anemone Clematis
027401,2740,1,#1 STAKED,CLEM MONTANA RUBENS,Pink Anemone Clematis
027401S,2740,1S,SuperOne TM,CLEM MONTANA RUBENS,Pink Anemone Clematis
027405,2740,5,#5 STAKED,CLEM MONTANA RUBENS,Pink Anemone Clematis
027471,2747,1,#1,CLEM PANICULATA,Sweet Autumn Clematis
027472,2747,2,#2 STAKED,CLEM PANICULATA,Sweet Autumn Clematis
027475,2747,5,#5 STAKED,CLEM PANICULATA,Sweet Autumn Clematis
021791,2179,1,#1,CLEM PIILU TM PPAF,Piilu ™ Clematis
021792,2179,2,#2 STAKED,CLEM PIILU TM PPAF,Piilu ™ Clematis
021861S,2186,1S,SuperOne TM,CLEM SAPPHIRE INDIGO TMPP17012,Sapphire Indigo ™ Clematis
021862,2186,2,#2 STAKED,CLEM SAPPHIRE INDIGO TMPP17012,Sapphire Indigo ™ Clematis
021865,2186,5,#5 STAKED,CLEM SAPPHIRE INDIGO TMPP17012,Sapphire Indigo ™ Clematis
055211,5521,1,#1 STAKED,CLEM SIEBOLDII,Florida Seiboldii Clematis
055215,5521,5,#5 STAKED,CLEM SIEBOLDII,Florida Seiboldii Clematis
089921S,8992,1S,SuperOne TM,CLEM SWEET SUMMER LOVE PPAF,Sweet Summer Love Clematis
038001,3800,1,#1 STAKED,CLEM TEX PRINCESS DIANA,Princess Diana Clematis
038001S,3800,1S,SuperOne TM,CLEM TEX PRINCESS DIANA,Princess Diana Clematis
038002,3800,2,#2 STAKED,CLEM TEX PRINCESS DIANA,Princess Diana Clematis
038005,3800,5,#5 STAKED,CLEM TEX PRINCESS DIANA,Princess Diana Clematis
051481,5148,1,#1 STAKED,CLEM VANCOUVER TM DANIELLE,Vancouver ™ Danielle Clematis
051481S,5148,1S,SuperOne TM,CLEM VANCOUVER TM DANIELLE,Vancouver ™ Danielle Clematis
051482,5148,2,#2 STAKED,CLEM VANCOUVER TM DANIELLE,Vancouver ™ Danielle Clematis
051485,5148,5,#5 STAKED,CLEM VANCOUVER TM DANIELLE,Vancouver ™ Danielle Clematis
046271,4627,1,#1 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Vancouver ™ Fragrant Star Clematis
046271S,4627,1S,SuperOne TM,CLEM VANCOUVER TM FRGRNT STAR,Vancouver ™ Fragrant Star Clematis
046272,4627,2,#2 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Vancouver ™ Fragrant Star Clematis
046275,4627,5,#5 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Vancouver ™ Fragrant Star Clematis
048741,4874,1,#1 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Vancouver ™ Starry Nights Clematis
048741S,4874,1S,SuperOne TM,CLEM VANCOUVER TM STARRY NGHTS,Vancouver ™ Starry Nights Clematis
048742,4874,2,#2 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Vancouver ™ Starry Nights Clematis
048745,4874,5,#5 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Vancouver ™ Starry Nights Clematis
038081,3808,1,#1 STAKED,CLEM VIT BETTY CORNING,Betty Corning Clematis
027111S,2711,1S,SuperOne TM,CLEM VIT BLUE ANGEL,Blue Angel Clematis
027211,2721,1,#1 STAKED,CLEM VIT ETOILE VIOLETTE,Etoile Violette Clematis
