Item#,Item Description
012163LR,SYRINGA TINKERBELLE R P12294
012167,SYRINGA TINKERBELLE R P12294
012167LR,SYRINGA TINKERBELLE R P12294
012165,SYRINGA TINKERBELLE TM PP12294
406873LR,SYRINGA V AGINCOURT BEAUTY
03401RP,SYRINGA V ALBERT HOLDEN
406883,SYRINGA V ATHELINE WILBER
406883LR,SYRINGA V ATHELINE WILBER
406903,SYRINGA V FIALA REMEMBRANCE
406903LR,SYRINGA V FIALA REMEMBRANCE
406913,SYRINGA V MADAME LEMOINE
03402RP,SYRINGA V MARIE FRANCIS
406923,SYRINGA V TINY DANCER TM
03403RP,SYRINGA V WEDGEWOOD BLUE
034035,SYRINGA V WEDGEWOOD BLUE
034033,SYRINGA V WEDGEWOOD BLUE
034033LR,SYRINGA V WEDGEWOOD BLUE
07182RP,SYRINGA V WHITE LAV LADY
406933,SYRINGA V WONDERBLUE
406933LR,SYRINGA V WONDERBLUE
406893,SYRINGA VULGARIS
406895,SYRINGA VULGARIS
406897,SYRINGA VULGARIS
406895LR,SYRINGA VULGARIS
406783,SYRINGA X EXCEL
406783LR,SYRINGA X EXCEL
406793,SYRINGA X JOSEE
406793LR,SYRINGA X JOSEE
028943,SYRINGA X OBL BETSY ROSS
028943LR,SYRINGA X OBL BETSY ROSS
04219RPSA,SYRINGA X OLD GLORY NA62974
042195,SYRINGA X OLD GLORY NA62974
042191S,SYRINGA X OLD GLORY NA62974
02893RC,SYRINGA X PRE ALEXANDER'S PINK
02893RP,SYRINGA X PRE ALEXANDER'S PINK
07188PS,SYRINGA X PRE JAMES MACFARLANE
07188RP,SYRINGA X PRE JAMES MACFARLANE
07220TPL,TABEBUIA CHRYSOTRICHA
072205,TABEBUIA CHRYSOTRICHA
081681,TAXUS BAC STRICTA AUREA
081682,TAXUS BAC STRICTA AUREA
081691,TAXUS BAC STRICTA FASTIGIATA
081692,TAXUS BAC STRICTA FASTIGIATA
03317Z,TAXUS CUS FASTIGIATE
033171,TAXUS CUS FASTIGIATE
033173P,TAXUS CUS FASTIGIATE
033171LR,TAXUS CUS FASTIGIATE
033175,TAXUS CUS FASTIGIATE
033175LR,TAXUS CUS FASTIGIATE
049052,TAXUS X MEDIA (B)
07226RP,TAXUS X MEDIA L.C. BOBBINK
072721,TERNSTROEMIA GYM VARIEGATA
031395P2,THUJA - CHAM BLUE/GREEN
031395P2LR,THUJA - CHAM BLUE/GREEN
031325P3,THUJA - CHAM GREEN/BLUE/GOLD
07271RP,THUJA OC (ADERA)
406952,THUJA OC ANNA VAN VLOTEN
037065,THUJA OC COLUMBIA
087042S,THUJA OC FILIPS MAGIC MOMENT
053935,THUJA OC HIGHLIGHTS TM PP21967
053931,THUJA OC HIGHLIGHTS TM PP21967
05393M,THUJA OC HIGHLIGHTS TM PP21967
053933,THUJA OC HIGHLIGHTS TM PP21967
053932,THUJA OC HIGHLIGHTS TM PP21967
053932LR,THUJA OC HIGHLIGHTS TM PP21967
053935LR,THUJA OC HIGHLIGHTS TM PP21967
03118M,THUJA OC MALONYANA
03118RP,THUJA OC MALONYANA
03118Z,THUJA OC MALONYANA
031185,THUJA OC MALONYANA
031189,THUJA OC MALONYANA
07302RP,THUJA OC NIGRA
406973,THUJA OC PANCAKE TM PP24013
406972LR,THUJA OC PANCAKE TM PP24013
406972,THUJA OC PANCAKE TM PP24013
015222,THUJA OC SHERWOOD MOSS
015225,THUJA OC SHERWOOD MOSS
090195,THUJA OC SKYWALKER TM PPAF
406982,THUJA OC STARKIE'S GOLD
406982LR,THUJA OC STARKIE'S GOLD
406962,THUJA OC TECHNITO TM P15850
406992,THUJA OC WANSDYKE SILVER
406992LR,THUJA OC WANSDYKE SILVER
055185,THUJA OC YELLOW RIBBON(SELECT)
034045,THUJA OR CHEYENNE
07284RP,THUJA OR MINIMA GLAUCA
021003P,THUJA ORIENTALIS
090762LR,THUJA PL GOLDEN FEATHER P20267
090763,THUJA PL GOLDEN FEATHER P20267
090765LR,THUJA PL GOLDEN FEATHER P20267
066572,THUJA PLICATA WHIPCORD
066575PT,THUJA PLICATA WHIPCORD
066572LR,THUJA PLICATA WHIPCORD
055145,THUJA X EMBER WAVES TM PPAF
055149,THUJA X EMBER WAVES TM PPAF
05514M,THUJA X EMBER WAVES TM PPAF
055142,THUJA X EMBER WAVES TM PPAF
05514UT,THUJA X EMBER WAVES TM PPAF
072405,THUJA X TINY TOWER R PPAF
07240M,THUJA X TINY TOWER R PPAF
400311,THYMUS SERP MAGIC CARPET
400311LR,THYMUS SERP MAGIC CARPET
40164UT,THYMUS VUL ARGENTEUS
40164RND,THYMUS VUL ARGENTEUS
401641,THYMUS VUL ARGENTEUS
40030RND,THYMUS X GOLDEN LEMON
400301,THYMUS X GOLDEN LEMON
412851,TIARELLA JEEPERS CRPRS PP13437
053721,TIARELLA MYSTIC MIST PPAF
407011,TIARELLA X DARK STAR
019014PM,TIBOUCHINA GROOVY BABY PP22980
019034PM,TIBOUCHINA IMAGINE PPAF
019024PM,TIBOUCHINA PEACE BABY PPAF
07769RP,TRACH JASMINOIDES MADISON (DBL
407021,TRADESCANTIA AN SWEET KATE
400321,TRADESCANTIA AND RED CLOUD
012771,TRADESCANTIA ZWANENBURG BLUE
08514RP,TRICHOSTEMA LAN CUESTA RIDGE
057011,TRICYRT IMPERIAL BANNER P18956
05701UT,TRICYRT IMPERIAL BANNER P18956
051322,TSUGA C GOLDEN DUCHESS TM PPAF
051325,TSUGA C GOLDEN DUCHESS TM PPAF
034063P,TSUGA CAN (HALLA SELECT)
034065,TSUGA CAN (HALLA SELECT)
03406M,TSUGA CAN (HALLA SELECT)
012655,TSUGA CAN GOLD UPRIGHT PPAF
012653P,TSUGA CAN GOLD UPRIGHT PPAF
037583P,TSUGA CAN STOLMAN'S DWARF
038491,TSUGA DIVERSIFOLIA MINIKIN
093391,TULBAGHIA COMINSII
09339UT,TULBAGHIA COMINSII
09339RP,TULBAGHIA COMINSII
08461RP,UGNI MOLINAE FLAMBEAU
07334TP,ULMUS PUMILA
073343P,ULMUS PUMILA
084842,VACC X BLUEBERRY GLAZE TM PPAF
084844PM,VACC X BLUEBERRY GLAZE TM PPAF
084852,VACC X PINK ICING TM PP23336
407041,VACCINIUM ANG AITON
407051,VACCINIUM ANG BRUNSWICK
407051LR,VACCINIUM ANG BRUNSWICK
407061,VACCINIUM ANG LOWBUSH
407061LR,VACCINIUM ANG LOWBUSH
407981,VACCINIUM ANG RUBY CARPET
073423,VACCINIUM CORYMBOSUM BLUERAY
073423LR,VACCINIUM CORYMBOSUM BLUERAY
075675,VACCINIUM CORYMBOSUM MIXED
068293,VACCINIUM PINK LEMONADE
068293LR,VACCINIUM PINK LEMONADE
407073,VACCINIUM X BLUE CROP
407073LR,VACCINIUM X BLUE CROP
407083,VACCINIUM X CHIPPEWA
407083LR,VACCINIUM X CHIPPEWA
407093,VACCINIUM X DUKE
407093LR,VACCINIUM X DUKE
407103,VACCINIUM X POLARIS
07273UT,VERBENA HASTATA BLUE SPIRES
072731,VERBENA HASTATA BLUE SPIRES
07275UT,VERBENA HASTATA PINK SPIRES
072751,VERBENA HASTATA PINK SPIRES
072761,VERBENA HASTATA WHITE SPIRES
096461,VERBENA LILACINA PASEO RANCHO
07333RP,VERBENA X SAINT PAUL
407121,VERONICA ATOMIC BLUE P21840
407121LR,VERONICA ATOMIC BLUE P21840
407131,VERONICA ATOMIC PINK RAY PAF
407131LR,VERONICA ATOMIC PINK RAY PAF
407111,VERONICA ATOMIC VIOLET RAY PAF
407111LR,VERONICA ATOMIC VIOLET RAY PAF
079551,VERONICA HYB TIDAL POOL PPAF
079481,VERONICA HYB WHITE WATER PPAF
030141,VERONICA LON EVELINE P14888
409261,VERONICA MDY BLUES LT BLU PPAF
409271,VERONICA MDY BLUES MAUVE PPAF
409251,VERONICA MDY BLUES PINK PPAF
090022S,VIB ALL THAT GLITTERS TM PPAF
090162S,VIB ALL THAT GLOWS TM PPAF
407165,VIB BUR AMERICAN SPICE P17751
407163,VIB BUR AMERICAN SPICE P17751
020831,VIB CARLECEP VERNON MORRIS
020835,VIB CARLECEP VERNON MORRIS
080912S,VIB CARLESII SPICE ISLAND PPAF
080913S,VIB CARLESII SPICE ISLAND PPAF
012965,VIB DEN CHICAGO LUSTRE R
012965LR,VIB DEN CHICAGO LUSTRE R
075107PTLR,VIB OPULUS STERILE
075107PT,VIB OPULUS STERILE
055761,VIB PHLEBOTRICHON-YELLOW FRUIT
074005,VIB PLI TOMENTOSUM
076092,VIB TRILOBUM BAILEY COMPACT
076095,VIB TRILOBUM BAILEY COMPACT
07365P40,VIB X CAYUGA
073651,VIB X CAYUGA
073655,VIB X CAYUGA
074555,VIB X ESKIMO
074551,VIB X ESKIMO
407143,VIBURNUM ACERIFOLIUM
407155,VIBURNUM BUR CHENAULTI
407155LR,VIBURNUM BUR CHENAULTI
407173,VIBURNUM CAR NANCY
407172,VIBURNUM CAR NANCY
407183,VIBURNUM LENTAGO
097922S,VIBURNUM PEARLIFIC R PP23385
407205,VIBURNUM PLI T POPCORN
407193,VIBURNUM PRUNIFOLIUM
407195,VIBURNUM PRUNIFOLIUM
407213,VIBURNUM TRILOBUM
07615FLT,VINCA MAJOR
07602SD,VIOLA COR BLACK MAGIC P6595
076024P,VIOLA COR BLACK MAGIC P6595
07603SD,VIOLA COR CHANTRYLAND
076034P,VIOLA COR CHANTRYLAND
053731,VIOLA HEARTTHROB PPAF
407233S,VITEX AGNUS-CAS BLUE DIDLEY TM
026271,VITEX NEGUNDO
076222,VITIS LAB EASTERN CONCORD
07634RP,VITIS LAB FREDONIA
076343P,VITIS LAB FREDONIA
076252,VITIS LAB NIAGARA
076252LR,VITIS LAB NIAGARA
407291S,VITIS LAB SUFFOLK RED
407291SLR,VITIS LAB SUFFOLK RED
407302,VITIS LAB TRAMINETTE
407311S,VITIS LAB VANESSA
407311SLR,VITIS LAB VANESSA
407242,VITIS VIN CHAMBOURCIN PPAF
072041S,VITIS X ST. THERESA SEEDLESS
072042,VITIS X ST. THERESA SEEDLESS
407321S,VITIS X VENUS
407321SLR,VITIS X VENUS
40976UT,WEIGELA CRMSN KISSES TM P23654
409762,WEIGELA CRMSN KISSES TM P23654
409971,WEIGELA F COCO KRUNCH TM PPAF
409972,WEIGELA F COCO KRUNCH TM PPAF
407482S,WEIGELA FL BURGUNDY FIRE
07871RP,WEIGELA FL GOLDEN JACKPOT R
407473,WEIGELA FL MINOR BLACK
407342S,WEIGELA FL ROBIN
026291,WEIGELA FL RUBY QUEEN PPAF
407373,WEIGELA FL SUZANNE
407373LR,WEIGELA FL SUZANNE
407385BPT,WEIGELA FL VARIEGATA
017625,WEIGELA FL-VARIEGATED (PPAF)
407333,WEIGELA RNBW SNSTN TM P20384
407332,WEIGELA RNBW SNSTN TM P20384
407332LR,WEIGELA RNBW SNSTN TM P20384
407333LR,WEIGELA RNBW SNSTN TM P20384
40870RP,WEIGELA R4A88
407353,WEIGELA SHNG SENSATION TM PPAF
407353LR,WEIGELA SHNG SENSATION TM PPAF
407362S,WEIGELA SONIC BLOOM TM PRL PAF
407361S,WEIGELA SONIC BLOOM TM PRL PAF
084793,WEIGELA WINGS OF FIRE PP21920
084793LR,WEIGELA WINGS OF FIRE PP21920
410551,WESTRINGIA LOW HORIZON TM
407993,WISTERIA FL LAVENDER FALLS
03319TP,WISTERIA MAC CLARA MACK
407415,WISTERIA MAC SUMMER CASCADE
094141,XERONEMA CALLISTEMON
413061,YUCCA HAR NANA
070245,YUCCA THOMPSONIANA
093401,YUCCA X KARISRUHENSIS
028822,ZENOBIA PUL WOODLANDER'S BLUE
